"city","country","region","host","telegram","CITY-REGISTARTION-LINK","Party-Drive-Link","coordinates"
"Mexico City","Mexico","North America","https://x.com/feru0x","https://t.me/+YJGgOtUO-jY3OWUx","https://app.unlock-protocol.com/event/global-pizza-party-mexico-city-1","https://drive.google.com/drive/folders/1YEAL2bgbrtdsSnad5cW4Uxdxph9ze_Ob?usp=drive_link","[-99.133208,19.4326077]"
"Monterrey","Mexico","North America","https://x.com/coderal_xyz","https://t.me/+CtQVH8n1hiA3N2Mx","https://app.unlock-protocol.com/event/global-pizza-party-monterrey","https://drive.google.com/drive/folders/1hoTefWPkWzVbrPJeJ9JjNPIIFNbzPSDd?usp=drive_link","[-100.3161126,25.6866142]"
"Pachuca ","Mexico","North America","https://x.com/SergioFenix10","","https://app.unlock-protocol.com/event/blobal-pizza-party-pachuca","https://drive.google.com/drive/folders/1BaKAyOhH4nVbiza9GFejtxphw2eI2Ecd?usp=drive_link","[-98.7591311,20.1010608]"
"Puebla","Mexico","North America","https://x.com/_le_cygne ","https://t.me/+W107dypiEko2YjFh","https://app.unlock-protocol.com/event/pizza-party-puebla-1 ","https://drive.google.com/drive/folders/1hipOpe24G8sLfQOLsWP7q-H44LAPDMy7","[-98.2062727,19.0414398]"
"Puerto Vallarta","Mexico","North America","","https://t.me/+35MWMtj9Y_hkZDgx","","","[-105.211358,20.6565177]"
"Tijuana","Mexico","North America","","https://t.me/+voDjfcOpL1RmZTZh","","","[-117.0192784,32.5331957]"
"Tulum","Mexico","North America","","https://t.me/+lBSdKdkYn2M3MWM5","https://app.unlock-protocol.com/event/global-pizza-party-tulum-1 ","","[-87.4653502,20.2114185]"
"Veracruz","Mexico","North America","https://x.com/CJValdezETH","https://t.me/+hIzlS5ulBBMyNDcx","https://app.unlock-protocol.com/event/global-pizza-party-veracruz","https://drive.google.com/drive/folders/1oMyXHujlG8MegQDWTHRBY2EWRBDlAIGW?usp=drive_link","[-96.1342241,19.173773]"
"Monaco","Monaco","Western Europe","https://t.me/joseph_voyager","https://t.me/+G4HJGaXFsuxhMWI5","https://app.unlock-protocol.com/event/global-pizza-party-monaco-2","","[7.4246158,43.7384176]"
"Ulaanbaatar","Mongolia","Asia","https://t.me/i3uuve1","https://t.me/+gdzA1uLNSZgwYTMx","https://app.unlock-protocol.com/event/global-pizza-day-ulaanbaatar-mongolia","https://drive.google.com/drive/folders/1U6xAFjVY4u4NAf3DkT3Ytj9gJaJPcRDd?usp=share_link","[106.9155007,47.9220509]"
"Podgorica","Montenegro","Eastern Europe","","https://t.me/+Mc3N9aGeFacwYTU5","","https://drive.google.com/drive/folders/1nGth9SYLjzDzy86L39-sv3S7HxFKhwGx?usp=share_link","[19.2593642,42.4304196]"
"Agadir","Morocco","Africa","","https://t.me/+nfEqqV09JOVhM2Ux","","","[-9.5925444,30.4280405]"
"Casablanca","Morocco","Africa","","https://t.me/+bZT_3pcvEWtiOTkx","https://app.unlock-protocol.com/event/pizza-dao-global-pizza-day-2025-casablanca","","[-7.5898434,33.5731104]"
"Marrakech","Morocco","Africa","","https://t.me/+ACv3eoIimYIzYzYx","","","[-7.9898258,31.6225224]"
"Rabat","Morocco","Africa","","https://t.me/+ajNxZ87r7ek4YTdh","","","[-6.8538748,34.0083637]"
"Tangier","Morocco","Africa","https://t.me/codegoon","https://t.me/+iHAnygD0L_Y1MGYx","https://app.unlock-protocol.com/event/pizza-dao-global-pizza-day-2025-tangier","","[-5.8339543,35.7594651]"
"Yangon","Myanmar","Asia","","https://t.me/+vnjOsSlcW5NiODZh","https://app.unlock-protocol.com/event/global-pizza-party-yangon-2","","[96.173526,16.840939]"
"Windhoek","Namibia","Africa","","https://t.me/+a7we9IRuu_FkY2Ex","https://app.unlock-protocol.com/event/global-pizza-party-windhoek","","[17.0842147,-22.5649344]"
"Biratnagar","Nepal","Asia","","https://t.me/+AlE5Q0DFN0IzNjgx","","","[87.271781,26.4524746]"
"Butwal","Nepal","Asia","","https://t.me/+t_B61lffzgU3OWIx","https://app.unlock-protocol.com/event/global-pizza-party-butwal","","[83.4652861,27.6982813]"
"Itahari","Nepal","Asia","","https://t.me/+lpQmm_L5uZFlNmQ5","https://app.unlock-protocol.com/event/global-pizza-party-itahari","","[87.271781,26.6646381]"
"Janakpur","Nepal","Asia","","https://t.me/+durEI_iwz04yODIx","https://app.unlock-protocol.com/event/global-pizza-party-janakpur","","[85.9256657,26.7275136]"
"Kathmandu","Nepal","Asia","","https://t.me/+GafPKUPCog45YThh","https://app.unlock-protocol.com/event/global-pizza-party-kathmandu","","[85.3221634,27.7103145]"
"Lalitpur","Nepal","Asia","","https://t.me/+to7J34paTIw4OTIx","","","[85.3247183,27.6587525]"
"Pokhara","Nepal","Asia","","https://t.me/+YCf0OECX4_1iOGZh","","","[83.9855674,28.2095831]"
"Solukumbhu","Nepal","Asia","","https://t.me/+AlE5Q0DFN0IzNjgx","https://app.unlock-protocol.com/event/global-pizza-party-solukumbhu-1","","[86.7416374,27.6991681]"
"Amsterdam","Netherlands","Western Europe","","https://t.me/+naMfu79QMfVlYzNl","https://app.unlock-protocol.com/event/global-pizza-party-amsterdam-12","https://drive.google.com/drive/folders/1klGx1O_70hjS6K4ZeXDWlYZ-yvrbZd6x?usp=sharing","[4.9041389,52.3675734]"
"Rotterdam","Netherlands","Western Europe","","https://t.me/+ipov30XKajMwMTEx","","","[4.4777325,51.9244201]"
"Christchurch","New Zealand","Oceania","","https://t.me/+VWfv7NwUe8Q3OWIx","https://app.unlock-protocol.com/event/global-pizza-party-christchurch","","[172.636648,-43.5320301]"
"Auckland","New Zealand","Oceania","","https://t.me/+arUSLcbzBiMxNGI5","","","[174.7644881,-36.8508827]"
"León","Nicaragua","South America","","https://t.me/+uL9hke26N0oxNTQx","https://app.unlock-protocol.com/event/global-pizza-party-len-1","","[-86.4996546,12.690563]"
"Minna","Niger","Africa","","https://t.me/+__7LS9ExqJ5hNWIx","https://app.unlock-protocol.com/event/global-pizza-party-minna","","[6.5463156,9.5835546]"
"Abia","Nigeria","Africa","https://t.me/Donisabelle","https://t.me/+y7sxYa2HvyA1MDQ8","https://app.unlock-protocol.com/event/global-pizza-party-abia-city-74","","[7.5248414,5.4527354]"
"Akwa Ibom","Nigeria","Africa","https://t.me/CatherineTriumph","https://t.me/+vkT_b8g_m4sxNzQx","https://app.unlock-protocol.com/event/global-pizza-party-akwa-ibom","","[7.8536675,4.9057371]"
"Asaba","Nigeria","Africa","","https://t.me/+XlCTV_yt36llMDlh","https://app.unlock-protocol.com/event/global-pizza-party-asaba-11","","[6.6958939,6.2059295]"
"Calabar","Nigeria","Africa","https://t.me/EstherOvie","https://t.me/+TU93RMJyMM5lNTZh","https://app.unlock-protocol.com/event/global-pizza-party-calabar","","[8.3417006,4.9757165]"
"Ebonyi","Nigeria","Africa","https://t.me/+nPtJoG7-JMM1Yjgx","https://t.me/+nPtJoG7-JMM1Yjgx","https://app.unlock-protocol.com/event/global-pizza-party-ebonyi","","[8.0137302,6.2649232]"
"Ibadan","Nigeria","Africa","","https://t.me/+muLqtAzxjSM3YmE5","https://app.unlock-protocol.com/event/global-pizza-party-ibadan-17 ","","[3.9470396,7.3775355]"
"Kaduna","Nigeria","Africa","","https://t.me/+dGo4dci6qPRlZWJh","https://app.unlock-protocol.com/event/global-pizza-party-kaduna","","[7.4337395,10.503644]"
"Keffi","Nigeria","Africa","","https://t.me/+mM8wP6FZZFZmOWIx","https://app.unlock-protocol.com/event/global-pizza-party-nasarawa-1","","[7.8776023,8.8471213]"
"Kwara","Nigeria","Africa","https://t.me/PIPSY_CONCEPT","https://t.me/+fznrs_gQK7o4Yzc0","https://app.unlock-protocol.com/event/global-pizza-party-kwara-city-1","","[4.3874051,8.9668961]"
"Lokoja City","Nigeria","Africa","","https://t.me/+Ox5H1huZpjdiMjUx","https://app.unlock-protocol.com/event/global-pizza-party-lokoja-city-25","","[6.733343,7.8023204]"
"Markudi","Nigeria","Africa","","https://t.me/+TUg3_mBiHac1OWFk","https://app.unlock-protocol.com/event/global-pizza-party-35","","[8.539144,7.7321516]"
"Osogbo","Nigeria","Africa","","https://t.me/+uhZa8PpO4wg0Yzkx","https://app.unlock-protocol.com/event/global-pizza-party-osogbo","","[4.5418141,7.7826709]"
"Owerri","Nigeria","Africa","","","https://app.unlock-protocol.com/event/global-pizza-party-owerri","","[7.0390904,5.5096455]"
"Abeokuta","Nigeria","Africa","","https://t.me/+1C2aJzTdDqZiZWYx","https://app.unlock-protocol.com/event/global-pizza-party-abeokuta","","[3.3619356,7.147502]"
"Abuja","Nigeria","Africa","https://t.me/leomofthings","https://t.me/+PSiwGnJpLvo1NTJh","https://app.unlock-protocol.com/event/global-pizza-party-nigeria-abuja-16","","[7.4985259,9.0562646]"
"Akure","Nigeria","Africa","","https://t.me/+27ihEo3GGq1kMzdh","https://app.unlock-protocol.com/event/global-pizza-party-akure","","[5.2057909,7.2571325]"
"Anambra","Nigeria","Africa","","https://t.me/+nFsu2DXq_y5jZDQx","https://app.unlock-protocol.com/event/global-pizza-party-anambra-2025","","[6.9369559,6.2208997]"
"Benin City","Nigeria","Africa","","https://t.me/+qSuotV0sPglmMDZh","https://app.unlock-protocol.com/event/global-bitcoin-pizza-day-edo","","[5.6037465,6.334986]"
"Enugu City","Nigeria","Africa","https://t.me/decentralizedceo","https://t.me/+FN-o8aMZhjJmOTcx","https://app.unlock-protocol.com/event/global-pizza-party-enugu-2025","","[7.5138947,6.4482701]"
"Ijoko","Nigeria","Africa","","https://t.me/+CKxe32vDKyVkMDcx","https://app.unlock-protocol.com/event/ijoko-global-pizza-party","","[3.2666287,6.7429921]"
"Lagos","Nigeria","Africa","https://t.me/moyin_g12","https://t.me/+zOdAqKYVfYZjYTMx","https://app.unlock-protocol.com/event/global-pizza-party-3","","[3.3552568,6.6137395]"
"Nsukka","Nigeria","Africa","","https://t.me/+rTpcAPYAHikyMzkx","https://app.unlock-protocol.com/event/global-pizza-party-nsukka","","[7.3732655,6.8429422]"
"Port Harcourt","Nigeria","Africa","https://t.me/Tu_kpe","https://t.me/+s4A7qfjC6ZxhYTY5","https://app.unlock-protocol.com/event/bitcoin-pizza-day-ph-1","","[6.974604,4.8472226]"
"Warri","Nigeria","Africa","","https://t.me/+le84XK42P_RmOGEx","https://app.unlock-protocol.com/event/global-pizza-party-delta","","[5.7665824,5.5493807]"
"Yenagoa","Nigeria","Africa","https://t.me/Tekesticater","https://t.me/+yZkp7kEtqVNiOWVh","https://app.unlock-protocol.com/event/global-bitcoin-pizza-day-bayelsa","https://drive.google.com/drive/folders/1gkENkr2PkaQj1VvebMpod6Dr3sLfTBbv?usp=share_link","[6.3491975,4.9514468]"
"Kristiansand","Norway","Western Europe","","https://t.me/+6h3xXZDKYIpkYTQx","","","[8.0182064,58.1599119]"
"Oslo","Norway","Western Europe","","","https://app.unlock-protocol.com/event/global-pizza-party-oslo-2","","[10.7312704,59.9121746]"
"Svalbard","Norway","Western Europe","","https://t.me/+Dz5rMEexZP4yMmMx","","","[20.9751822,77.8749725]"
"Vennesla","Norway","Western Europe","","https://t.me/+GlSGeUpKgcAyZDhh","","","[7.8096552,58.3392091]"
"Islamabad","Pakistan","Asia","","https://t.me/+kVImvt5_UfY3NTIx","https://app.unlock-protocol.com/event/global-pizza-party-islamabad-1","","[73.036187,33.699619]"
"Lahore","Pakistan","Asia","","https://t.me/+yS7riBYRgTEyNzdl","https://app.unlock-protocol.com/event/pizza-party-lahore","","[74.3587473,31.5203696]"
"Karachi","Pakistan","Middle East","https://t.me/pikapika619","https://t.me/+i2EUTOxcpf41MTAx","https://app.unlock-protocol.com/event/global-pizza-party-karachi-2025-9","https://drive.google.com/drive/folders/1rNk0d5a6U1IfIXaFReQFCa2lW9RCPWBR?usp=share_link","[67.0011364,24.8607343]"
"Larkana","Pakistan ","Middle East","https://t.me/muhammadnadeem78600","https://t.me/+erfvIwA0KThmYWRk","","","[68.2027616,27.5570498]"
"Koror","Palau","Asia","","https://t.me/+NmeGQAD1m_EzN2Qx","","","[134.4889469,7.3375646]"
"Panama City","Panama","Central America","https://offchain.social/","https://t.me/+hhdQmJ8qtiE5ZTE5","https://app.unlock-protocol.com/event/global-pizza-party-panama-city","https://drive.google.com/drive/folders/14nFy4CxK2UmsTzP5310Sv8rdp53PPZ7b?usp=drive_link","[-79.5198696,8.9823792]"
"Asunción","Paraguay ","South America","","","","","[-57.6212403,-25.2748416]"
"Huancayo","Peru","South America","https://x.com/CesarLoredoPE","https://t.me/+KPSP3rqp-A4zYzFh","https://app.unlock-protocol.com/event/global-pizza-party-huancayo ","https://drive.google.com/drive/folders/114dTWg_mc3O6e_hF5akNKyLuDJ0bodb5?usp=drive_link","[-75.2102976,-12.0686357]"
"Lima","Peru","South America","https://x.com/Valeskarzegarra","https://t.me/+8QnRNKTE77Q5YzBh","https://app.unlock-protocol.com/event/global-pizza-party-lima","https://drive.google.com/drive/folders/1Q_ItZRU26Ce3koazzm3x859r8flALiyO?usp=drive_link","[-77.0430886,-12.0466888]"
"Cuzco","Peru","South America","https://x.com/jnolascob","https://t.me/+M1MwSfps-WU5MjMx","https://app.unlock-protocol.com/event/global-pizza-party-cusco-5","https://drive.google.com/drive/folders/13-smphTYt0URukWCANhrKKivb_t4SPKD?usp=drive_link ","[-71.9674626,-13.53195]"
"Piura","Peru","South America","","","https://app.unlock-protocol.com/event/global-pizza-party-piura","","[-80.6548882,-5.1782884]"
"Trujillo","Peru","South America","https://twitter.com/ivannalen_la","https://t.me/+AW5F96Tf7hljZjIx","https://app.unlock-protocol.com/event/global-pizza-party-trujillo-6","https://drive.google.com/drive/folders/1saJo8xkFEkz7NxWPaMsjla1lByDi6iGu?usp=drive_link","[-79.0257381,-8.1157846]"
"Aklan","Philippines","Asia","","https://t.me/+KKgvymkDMcY5NTMx","https://app.unlock-protocol.com/event/global-pizza-party-aklan","","[122.0941541,11.8166109]"
"Baguio","Philippines","Asia","","https://t.me/+iwBMQ2xqQGEyNDUx","","","[120.5913973,16.4129692]"
"Boracay","Philippines","Asia","","https://t.me/+DuZu8iHM1e5lMWQ5","","","[121.924815,11.9673753]"
"Cebu City","Philippines","Asia","","https://t.me/+8ziIJeUO4nM0YzQx","","https://drive.google.com/drive/folders/1UQjbhYmbtul-aTPvZ4JBUs2L_44Di38H?usp=share_link","[123.9021934,10.2926115]"
"Davao City","Philippines","Asia","","https://t.me/+MO6VmWLSv79mYTQx","","","[125.6088427,7.0647456]"
"General Santos","Philippines","Asia","","https://t.me/+VJz3dGazUJY2OWEx","https://app.unlock-protocol.com/event/global-pizza-party-general-santos","","[125.1928634,6.1432733]"
"Ilocos","Philippines","Asia","","https://t.me/+2QFwSwwGjOE0Zjgx","https://app.unlock-protocol.com/event/global-pizza-party-ilocos-1","","[120.6199895,16.0832144]"
"Laguna","Philippines","Asia","","https://t.me/+YwfqXDBQO945NTg5","https://app.unlock-protocol.com/event/global-pizza-party-laguna","","[121.4691774,14.1406629]"
"Las Pinas","Philippines","Asia","","https://t.me/+icY-CNtpn-g4MDhh","https://app.unlock-protocol.com/event/global-pizza-party-las-pinas","","[120.9818609,14.449342]"
"Manila","Philippines","Asia","https://t.me/MarkXSpaces","https://t.me/+4FkaReqixsA0MjMx","https://app.unlock-protocol.com/event/global-pizza-party-manila","https://drive.google.com/drive/folders/1UQjbhYmbtul-aTPvZ4JBUs2L_44Di38H?usp=share_link","[120.984234,14.5995133]"
"Paranaque","Philippines","Asia","","https://t.me/+sEalu6O9iVgyYzUx","","","[121.0198469,14.4792946]"
"Quezon","Philippines","Asia","","https://t.me/+39EiWfztZz9lNTMx","https://app.unlock-protocol.com/event/global-pizza-party-quezon","","[121.947311,13.9346903]"
"Siargao","Philippines","Asia","","https://t.me/+NRd6vXyPQlk2Y2Ex","","","[126.0458437,9.8481883]"
"Siquijor","Philippines","Asia","","https://t.me/+qmG5rFJdwZw0Yjhh","","","[123.5951925,9.1998779]"
"Tomas Morato","Philippines","Asia","","https://t.me/+fy7tqrfr_qA4Mjdh","https://app.unlock-protocol.com/event/global-pizza-party-tomas-morato","","[121.0346578,14.6316736]"
"Vigan/Ilocos","Philippines","Asia","","https://t.me/+nP4nS8c2AbRlMTRh","","","[120.3878129,17.564853]"
"San Carlos","Philippines","Asia","","https://t.me/+2Py-LpPVjQg3NmYx","https://app.unlock-protocol.com/event/global-pizza-party-san-carlos-city","","[123.4193985,10.4826476]"
"Krakow","Poland","Eastern Europe","","https://t.me/+IG1kLGKIt3IzNjUx","","","[19.9449799,50.0646501]"
"Warsaw","Poland","Eastern Europe","https://t.me/mikismer","https://t.me/+pI53T5LHWfdhMjgx","https://app.unlock-protocol.com/event/global-pizza-party-warsaw-2","https://drive.google.com/drive/folders/1gkENkr2PkaQj1VvebMpod6Dr3sLfTBbv?usp=share_link","[21.0122287,52.2296756]"
"Lisbon","Portugal","Western Europe","Andrea & Jonathan","https://t.me/+IsepskfDTyZmNWYx","https://app.unlock-protocol.com/event/global-pizza-party-lisbon-1","https://drive.google.com/drive/folders/1i61ebnrR8YrAeKRY00JfyiyuwXCU_aOb?usp=share_link","[-9.1393366,38.7222524]"
"Loule","Portugal","Western Europe","@MyTGNameIs","https://t.me/+Kf0xXoADzPRjMGIx","","","[-8.020216,37.1379187]"
"San Juan","Puerto Rico","Central America","https://t.me/therealminkim","https://t.me/+p81KaKF0bfk0Njkx","https://app.unlock-protocol.com/event/global-pizza-party-san-juan","","[-66.0593509,18.4153108]"
"Guaynabo","Puerto Rico","Central America","https://x.com/0xKaroShow","https://t.me/+O1xdPZNptj0wNmUx","https://app.unlock-protocol.com/event/global-pizza-party-guaynabo-city-4 ","https://drive.google.com/drive/folders/1bK5snWl_fTlLhHqRIEJ1SHNjP65zVqqq?usp=drive_link","[-66.1058343,18.3260175]"
"Doha","Qatar","Middle East","Hassan Amin","https://t.me/+X1RVyILxrZMzM2Zh","https://app.unlock-protocol.com/event/global-pizza-party-doha","https://drive.google.com/drive/folders/17WpRlJ0Z9kaq2aqyDw8WUi1x-_A4HW78?usp=sharing","[51.5310398,25.2854473]"
"Santo Domingo","Rep.Dominicana","Central America","","https://t.me/+FVnbLNBt28Y3MjIx","","","[-69.9360924,18.4626178]"
"Bucharest","Romania","Eastern Europe","@iandreeacia","https://t.me/+_PBg32ciHDU2NWRh","https://app.unlock-protocol.com/event/global-pizza-party-bucharest","https://drive.google.com/drive/folders/1FOZQQMiLN2BVYnsBuB6TJ0_HmBVMPca0?usp=sharing","[26.1025384,44.4267674]"
"Cluj","Romania","Eastern Europe","","https://t.me/+gGrrM1kdJrgyNTc0","https://app.unlock-protocol.com/event/eth-cluj-x-pizza-dao-global-pizza-party","","[23.6236353,46.7712101]"
"Craiova","Romania","Eastern Europe","https://t.me/degen1991","https://t.me/+pwlLgytvbYE5Zjdk","https://app.unlock-protocol.com/event/global-pizza-party-craiova-9","","[23.7948808,44.3301785]"
"Moscow","Russia","Eastern Europe","","https://t.me/+X1M7zABbNdxiNWMy","https://app.unlock-protocol.com/event/global-pizza-party-moscow","","[37.6150527,55.7568721]"
"Petrozavodsk","Russia","Eastern Europe","","https://t.me/+mY5K44qlxTQzYWM5","https://app.unlock-protocol.com/event/global-pizza-party-in-petrozavodsk-progress-club-1","","[34.3640396,61.7781617]"
"Saint Petersburg","Russia","Eastern Europe","https://t.me/itsvikvm","https://t.me/+uhteIo_oAbtjOTgx","https://app.unlock-protocol.com/event/global-pizza-party-st-petersburg","","[30.3609097,59.9310584]"
"Kigali","Rwanda","Africa","https://t.me/MunyaweraFils","https://t.me/+08IUt0my5kI5MzZk","https://app.unlock-protocol.com/event/global-pizza-party-kigali-2025-4","","[30.0619,-1.9441]"
